retailer_key,july_name,july_value,august_raw_dealer_id,august_name,august_value,august_as_pct_of_july,ratio
RET#94136,CM TRADERS,50074,RET#94136,CM TRADERS,48681,97.22,0.9722
RET#82658,VINOD PAINTS SUPPLIERS,49936,RET#82658,VINOD PAINTS SUPPLIERS,101328,202.92,2.0292
RET#17820,Ashok Sanitary Traders,49753,RET#17820,ASHOK SANITARY TRADERS,2792,5.61,0.0561
RET#94749,Shivam Agency,49556,RET#94749,SHIVAM AGENCY,9856,19.89,0.1989
RET#9680,Sain Bros & Associates Pvt. Ltd.,49535,RET#9680,SAIN BROS & ASSOCIATES PVT. LTD.,21327,43.05,0.4305
RET#26309,Simanchal traders,48977,RET#26309,SIMANCHAL TRADERS,34879,71.22,0.7122
RET#87111,Noble traders,48461,RET#87111,NOBLE TRADERS,11330,23.38,0.2338
RET#37572,Super Hardware and Sanitary,48156,RET#37572,SUPER HARDWARE AND SANITARY,40260,83.60,0.8360
RET#92094,Sri Sai Ram Enterprises,47857,RET#92094,SRI SAI RAM ENTERPRISES,9133,19.08,0.1908
RET#58454,Mahaveer hardware,47341,RET#58454,MAHAVEER HARDWARE,181106,382.56,3.8256
RET#32898,Sri Uma Electricals,47008,RET#32898,SRI UMA ELECTRICALS,12859,27.35,0.2735
RET#46242,S H Pipe Fittings Co.,46567,RET#46242,S H PIPE FITTINGS CO.,31867,68.43,0.6843
RET#81166,Shree Ganesh enterprises,46370,RET#81166,SHREE GANESH ENTERPRISES,26575,57.31,0.5731
RET#89926,Rudra trading company,46344,RET#89926,RUDRA TRADING COMPANY,19935,43.02,0.4302
RET#10830,Inder Pipe Trading Madurai,46291,RET#10830,INDER PIPE TRADING MADURAI,18370,39.68,0.3968
RET#69262,JAGADISH PAL,46240,RET#69262,JAGADISH PAL,87455,189.13,1.8913
RET#86030,Maa Vaishno Hardware,45824,RET#86030,MAA VAISHNO HARDWARE,74251,162.04,1.6204
RET#56539,SHRADDHA HARDWARE,45815,RET#56539,SHRADDHA HARDWARE,13022,28.42,0.2842
RET#69061,Rameshwaram enterprise,45757,RET#69061,RAMESHWARAM ENTERPRISE,46092,100.73,1.0073
RET#62789,JAI MAA GAYATRI TRADERS,45732,RET#62789,JAI MAA GAYATRI TRADERS,9870,21.58,0.2158
RET#92557,OMM SAIKRUPA SANITARY AND HARDWARE,45652,RET#92557,OMM SAIKRUPA SANITARY AND HARDWARE,4714,10.33,0.1033
RET#92299,Bareja enterprises,45600,RET#92299,BAREJA ENTERPRISES,20880,45.79,0.4579
RET#92585,MAAN ELECTRIC STORE,45264,RET#92585,MAAN ELECTRIC STORE,67000,148.02,1.4802
RET#66815,Nawab Hardware and Sanitary,45225,RET#66815,NAWAB HARDWARE AND SANITARY,13363,29.55,0.2955
RET#26711,Khushboo Sanitary World,44591,RET#26711,KHUSHBOO SANITARY WORLD,24016,53.86,0.5386
RET#43615,Chandok Traders,44555,RET#43615,CHANDOK TRADERS,32019,71.86,0.7186
RET#72670,Pujari traders,44470,RET#72670,PUJARI TRADERS,67166,151.04,1.5104
RET#92161,Byari Traders,43378,RET#92161,BYARI TRADERS,5595,12.90,0.1290
RET#16185,Shree Bhaneshwar Plumbing,42269,RET#16185,SHREE BHANESHWAR PLUMBING,21032,49.76,0.4976
RET#56824,NEW AJEET PIPE,40734,RET#56824,NEW AJEET PIPE,25000,61.37,0.6137
RET#92555,Hiranya Electricals & Pipes,40649,RET#92555,HIRANYA ELECTRICALS & PIPES,2178,5.36,0.0536
RET#53076,Patidar traders,40578,RET#53076,PATIDAR TRADERS,45468,112.05,1.1205
RET#71202,Purvanchal Building Material,40145,RET#71202,PURVANCHAL BUILDING MATERIAL,36902,91.92,0.9192
RET#25770,SHREE MEENAKSHI AGENCIES,40086,RET#25770,SHREE MEENAKSHI AGENCIES,7689,19.18,0.1918
RET#41540,Vishnu Enterprises,40040,RET#41540,VISHNU ENTERPRISES,16797,41.95,0.4195
RET#10766,Velautharaja & Co,39984,RET#10766,VELAUTHARAJA & CO,8756,21.90,0.2190
RET#18199,Sanitary House,39605,RET#18199,SANITARY HOUSE,11454,28.92,0.2892
RET#24187,Ashok Stores,39516,RET#24187,ASHOK STORES,27374,69.27,0.6927
RET#10468,Basanti Enterprise,39470,RET#10468,BASANTI ENTERPRISE,26710,67.67,0.6767
RET#20763,Pragati Kriti Hardware,39444,RET#20763,PRAGATI KRITI HARDWARE,196374,497.86,4.9786
RET#9393,Garg Trading Co,39234,RET#9393,GARG TRADING CO,146864,374.33,3.7433
RET#71757,VEE YAM ELECTRICALS,39036,RET#71757,VEE YAM ELECTRICALS,11794,30.21,0.3021
RET#17436,Vikram Traders,38933,RET#17436,VIKRAM TRADERS,41676,107.05,1.0705
RET#68016,Shiv Bajrang pipe Store and yadav automobiles,38626,RET#68016,SHIV BAJRANG PIPE STORE AND YADAV AUTOMOBILES,27718,71.76,0.7176
RET#79108,New lucky star hardware,38580,RET#79108,NEW LUCKY STAR HARDWARE,6936,17.98,0.1798
RET#68056,Mishra Group,38527,RET#68056,MISHRA GROUP,19433,50.44,0.5044
RET#9992,Maa Mangala Enterprise,38293,RET#9992,MAA MANGALA ENTERPRISE,10358,27.05,0.2705
RET#84833,MAA BHAWANI CONSTRUCTION AND HARDWARE,38051,RET#84833,MAA BHAWANI CONSTRUCTION AND HARDWARE,13272,34.88,0.3488
RET#28718,Aman Hardware,38010,RET#28718,AMAN HARDWARE,18244,48.00,0.4800
RET#55807,Archana Hardware,37984,RET#55807,ARCHANA HARDWARE,18762,49.39,0.4939
RET#90024,Premium Bath,37954,RET#90024,PREMIUM BATH,28226,74.37,0.7437
RET#18392,Rehal Pump & sanitary,37799,RET#18392,REHAL PUMP & SANITARY,3065,8.11,0.0811
RET#16548,SINGH INTERNATIONAL,36865,RET#16548,SINGH INTERNATIONAL,47850,129.80,1.2980
RET#13131,Madan Electrical and Sanitary Store,36711,RET#13131,MADAN ELECTRICAL AND SANITARY STORE,30437,82.91,0.8291
RET#9899,Tara Tubewell Servicing Center,36392,RET#9899,TARA TUBEWELL SERVICING CENTER,153196,420.96,4.2096
RET#34704,GOURI HARDWARE,36250,RET#34704,GOURI HARDWARE,84767,233.84,2.3384
RET#38334,Amit traders,36198,RET#38334,AMIT TRADERS,35696,98.61,0.9861
RET#23666,AGGARWAL TILE AND BATH GALLARY,35890,RET#23666,AGGARWAL TILE AND BATH GALLARY,12161,33.88,0.3388
RET#79700,Jagtap Traders,35886,RET#79700,JAGTAP TRADERS,29244,81.49,0.8149
RET#45425,A V Sanitation,35716,RET#45425,A V SANITATION,27530,77.08,0.7708
RET#9703,Vandana borewell,35705,RET#9703,VANDANA BOREWELL,51823,145.14,1.4514
RET#91347,SHREE SHYAM ELECTRIC & JENERAL STORE,35534,RET#91347,SHREE SHYAM ELECTRIC & JENERAL STORE,21654,60.94,0.6094
RET#44663,Aggarwal bath & tiles,35348,RET#44663,AGGARWAL BATH & TILES,20186,57.11,0.5711
RET#16579,Kiran Sanitation (Aditya Pipe & Sanitation),34976,RET#16579,KIRAN SANITATION  (ADITYA PIPE & SANITATION),149850,428.44,4.2844
RET#84515,Mahesh marketings,33988,RET#84515,MAHESH MARKETINGS,11697,34.42,0.3442
RET#64052,SHRI SHAI BOARING COMPANY,33914,RET#64052,SHRI SHAI BOARING COMPANY,16301,48.07,0.4807
RET#62310,STYLISH BATH,33619,RET#62310,STYLISH BATH,33082,98.40,0.9840
RET#92149,TANMAY PAINTS HARDWARE & SANITARY STORE,33600,RET#92149,TANMAY PAINTS HARDWARE & SANITARY STORE,37051,110.27,1.1027
RET#53497,Omkar Sanitary Store,33454,RET#53497,OMKAR SANITARY STORE,23514,70.29,0.7029
RET#70696,Gaytri Lauh Pratisthan,33149,RET#70696,GAYTRI LAUH PRATISTHAN,35372,106.71,1.0671
RET#59429,Neelam traders,32868,RET#59429,NEELAM TRADERS,32631,99.28,0.9928
RET#94156,PUNDORA HARDWARE AND SANITARY,32727,RET#94156,PUNDORA HARDWARE AND SANITARY,6678,20.41,0.2041
RET#11985,"Ganapati enterprises electrical , hardware , paints",31880,RET#11985,"GANAPATI ENTERPRISES ELECTRICAL , HARDWARE , PAINTS",48500,152.13,1.5213
RET#90070,Akshat enterprises,31659,RET#90070,AKSHAT ENTERPRISES,31457,99.36,0.9936
RET#13814,Bansal traders,31447,RET#13814,BANSAL TRADERS,7675,24.41,0.2441
RET#39535,Ashtvinayak Sanitary Wares,31368,RET#39535,ASHTVINAYAK SANITARY WARES,61505,196.08,1.9608
RET#43892,METRO STEEL AND CEMENT AGENCY,31190,RET#43892,METRO STEEL AND CEMENT AGENCY,3024,9.70,0.0970
RET#56193,Subhadra sanitary and hardware,31065,RET#56193,SUBHADRA SANITARY AND HARDWARE,20787,66.91,0.6691
RET#43096,Laxmi Hardware,31011,RET#43096,LAXMI HARDWARE,4675,15.08,0.1508
RET#25991,NK Shanmuga Mudhaliyar,30766,RET#25991,NK SHANMUGA MUDHALIYAR,12107,39.35,0.3935
RET#9264,Harish Hardware Stores,30682,RET#9264,HARISH HARDWARE STORES,94393,307.65,3.0765
RET#9611,Color Home,30556,RET#9611,COLOR HOME,64017,209.51,2.0951
RET#89528,Pal Hardware,30444,RET#89528,PAL HARDWARE,16944,55.66,0.5566
RET#29903,JAI SREE ELECTRICALAND HARDWARES,30352,RET#29903,JAI SREE ELECTRICALAND HARDWARES,36517,120.31,1.2031
RET#46473,Arab Traders,30247,RET#46473,ARAB TRADERS,47600,157.37,1.5737
RET#50566,Navin traders,30188,RET#50566,NAVIN TRADERS,39869,132.07,1.3207
RET#89728,Balram Sales,29909,RET#89728,BALRAM SALES,10121,33.84,0.3384
RET#48867,New Pooja Hardwares,29874,RET#48867,NEW POOJA HARDWARES,17292,57.88,0.5788
RET#82299,Ambey Hardware & Sanitary,29770,RET#82299,AMBEY HARDWARE & SANITARY,36942,124.09,1.2409
RET#17036,Vm Electrical,29640,RET#17036,VM ELECTRICAL,33306,112.37,1.1237
RET#89714,Meman Fazal Muhammad Janam Muhammad,29560,RET#89714,MEMAN FAZAL MUHAMMAD JANAM MUHAMMAD,41618,140.79,1.4079
RET#66364,V.K. Tiles & Sanitary,29455,RET#66364,V.K. TILES & SANITARY,73071,248.08,2.4808
RET#17461,Shri Sai Nath Traders,28642,RET#17461,SHRI SAI NATH TRADERS,43452,151.71,1.5171
RET#75673,Radhe hardware & tiles,28371,RET#75673,RADHE HARDWARE & TILES,30707,108.23,1.0823
